DOI	Publication Date	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Blog Coverage - ResearchBlogging.org	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pgen.1000451	39913	2009	PLoS Genetics	RA	Functional Dissection of Caenorhabditis elegans CLK-2/TEL2 Cell Cycle Defects during Embryogenesis and Germline Development	0	2	1	518	173	5	696	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000452	39913	2009	PLoS Genetics	RA	Positive Feedback between Transcriptional and Kinase Suppression in Nematodes with Extraordinary Longevity and Stress Resistance	2	0	1	575	209	5	789	0	0	0	1	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000453	39913	2009	PLoS Genetics	RA	The Impact of Local Genome Sequence on Defining Heterochromatin Domains	0	0	0	881	288	4	1173	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000454	39913	2009	PLoS Genetics	non RA	CpG Islands: Starting Blocks for Replication and Transcription	0	0	0	1111	370	7	1488	0	0	0	0	0	7	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000455	39920	2009	PLoS Genetics	RA	Phoenix Is Required for Mechanosensory Hair Cell Regeneration in the Zebrafish Lateral Line	0	1	1	954	214	4	1172	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000456	39920	2009	PLoS Genetics	RA	Rapid and Accurate Multiple Testing Correction and Power Estimation for Millions of Correlated Markers	1	0	2	1266	383	5	1654	0	0	0	0	0	16	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000457	39920	2009	PLoS Genetics	RA	Evidence for Antisense Transcription Associated with MicroRNA Target mRNAs in Arabidopsis	0	0	2	1380	482	4	1866	0	0	0	0	0	4	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000458	39927	2009	PLoS Genetics	RA	The RNA Polymerase Dictates ORF1 Requirement and Timing of LINE and SINE Retrotransposition	2	0	2	700	252	4	956	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000459	39927	2009	PLoS Genetics	non RA	The Genetic Signatures of Noncoding RNAs	12	3	9	4763	2244	10	7017	0	0	0	0	0	28	0	1	5.0	0	0	1	0	1
10.1371/journal.pgen.1000460	39927	2009	PLoS Genetics	RA	Control of Metabolic Homeostasis by Stress Signaling Is Mediated by the Lipocalin NLaz	1	0	2	639	220	6	865	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000461	39927	2009	PLoS Genetics	RA	Genetic Evidence That the Non-Homologous End-Joining Repair Pathway Is Involved in LINE Retrotransposition	1	1	0	686	192	3	881	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000462	39941	2009	PLoS Genetics	RA	Probing the Functional Impact of Sequence Variation on p53-DNA Interactions Using a Novel Microsphere Assay for Protein-DNA Binding with Human Cell Extracts	2	1	1	448	134	4	586	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000463	39934	2009	PLoS Genetics	RA	Large-Scale Selective Sweep among Segregation Distorter Chromosomes in African Populations of Drosophila melanogaster	0	0	0	693	185	5	883	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000464	39934	2009	PLoS Genetics	RA	Epistatic Module Detection for Case-Control Studies: A Bayesian Model with a Gibbs Sampling Strategy	0	0	0	918	255	5	1178	0	0	0	0	0	8	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000465	39934	2009	PLoS Genetics	RA	Buffering of Segmental and Chromosomal Aneuploidies in Drosophila melanogaster	0	0	0	567	155	5	727	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000466	39955	2009	PLoS Genetics	RA	Female Meiotic Sex Chromosome Inactivation in Chicken	4	2	3	945	290	10	1245	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000467	39941	2009	PLoS Genetics	RA	Tor1/Sch9-Regulated Carbon Source Substitution Is as Effective as Calorie Restriction in Life Span Extension	4	1	2	1962	585	11	2558	0	0	0	0	0	4	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000468	39941	2009	PLoS Genetics	RA	"Evaluation of Haplotype Inference Using Definitive Haplotype Data Obtained from Complete Hydatidiform Moles, and Its Significance for the Analyses of Positively Selected Regions"	0	0	0	491	114	5	610	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000469	39941	2009	PLoS Genetics	RA	Repair-Mediated Duplication by Capture of Proximal Chromosomal DNA Has Shaped Vertebrate Genome Evolution	0	0	0	478	139	4	621	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000470	39941	2009	PLoS Genetics	RA	SWI/SNF Associates with Nascent Pre-mRNPs and Regulates Alternative Pre-mRNA Processing	0	0	1	808	296	4	1108	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000471	39941	2009	PLoS Genetics	RA	Widespread Genomic Signatures of Natural Selection in Hominid Evolution	2	2	2	2323	649	7	2979	0	0	0	1	1	12	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000472	39941	2009	PLoS Genetics	RA	Linkage Disequilibrium between Two High-Frequency Deletion Polymorphisms: Implications for Association Studies Involving the glutathione-S transferase (GST) Genes	1	0	0	731	209	5	945	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000473	39941	2009	PLoS Genetics	RA	Recognition of Double Strand Breaks by a Mutator Protein (MU2) in Drosophila melanogaster	0	0	0	482	160	5	647	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000474	39941	2009	PLoS Genetics	RA	Ancient mtDNA Genetic Variants Modulate mtDNA Transcription and Replication	2	1	1	724	267	6	997	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000475	39941	2009	PLoS Genetics	RA	The Yeast Pif1 Helicase Prevents Genomic Instability Caused by G-Quadruplex-Forming CEB1 Sequences In Vivo	3	1	2	559	189	5	753	0	0	0	0	0	2	0	1	5.0	0	0	0	0	0
10.1371/journal.pgen.1000476	39941	2009	PLoS Genetics	RA	Microdissection of Shoot Meristem Functional Domains	0	0	1	996	381	7	1384	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0
10.1371/journal.pgen.1000477	39948	2009	PLoS Genetics	RA	"Designing Genome-Wide Association Studies: Sample Size, Power, Imputation, and the Choice of Genotyping Chip"	2	1	5	2904	1254	13	4171	0	0	0	0	0	16	0	1	1.3	0	0	0	0	0
10.1371/journal.pgen.1000478	39941	2009	PLoS Genetics	RA	Yeast Silent Mating Type Loci Form Heterochromatic Clusters through Silencer Protein-Dependent Long-Range Interactions	1	0	0	851	287	5	1143	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000479	39941	2009	PLoS Genetics	RA	Modulated Modularity Clustering as an Exploratory Tool for Functional Genomic Inference	1	2	1	718	231	5	954	0	0	0	0	0	6	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000480	39941	2009	PLoS Genetics	RA	synaptojanin1 Is Required for Temporal Fidelity of Synaptic Transmission in Hair Cells	0	0	0	448	157	6	611	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000481	39948	2009	PLoS Genetics	RA	Discovery of Rare Variants via Sequencing: Implications for the Design of Complex Trait Association Studies	1	1	1	1695	770	4	2469	0	0	0	0	0	8	0	1	2.7	0	0	0	0	0
10.1371/journal.pgen.1000482	39948	2009	PLoS Genetics	RA	MSH2 ATPase Domain Mutation Affects CTG?CAG Repeat Instability in Transgenic Mice	0	1	1	438	135	4	577	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000483	39948	2009	PLoS Genetics	non RA	Reconstructing the History of Yeast Genomes	1	0	0	997	269	12	1278	0	0	0	0	1	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000484	39948	2009	PLoS Genetics	RA	Multipotent Genetic Suppression of Retrotransposon-Induced Mutations by Nxf1 through Fine-Tuning of Alternative Splicing	0	0	0	623	138	4	765	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000485	39948	2009	PLoS Genetics	RA	"Additions, Losses, and Rearrangements on the Evolutionary Route from a Reconstructed Ancestor to the Modern Saccharomyces cerevisiae Genome"	5	3	7	1451	473	9	1933	0	0	0	0	0	6	0	1	4.3	0	0	0	0	0
10.1371/journal.pgen.1000486	39955	2009	PLoS Genetics	RA	HIF-1 Modulates Dietary Restriction-Mediated Lifespan Extension via IRE-1 in Caenorhabditis elegans	2	1	5	1662	521	9	2192	0	0	0	2	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000487	39955	2009	PLoS Genetics	RA	CA8 Mutations Cause a Novel Syndrome Characterized by Ataxia and Mild Mental Retardation with Predisposition to Quadrupedal Gait	1	0	0	508	110	7	625	0	0	0	0	0	3	0	0	0.0	1	0	0	0	0
10.1371/journal.pgen.1000488	39962	2009	PLoS Genetics	RA	Genome-Wide Fitness and Expression Profiling Implicate Mga2 in Adaptation to Hydrogen Peroxide	0	0	0	1705	425	6	2136	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000489	39955	2009	PLoS Genetics	RA	Adaptive Variation Regulates the Expression of the Human SGK1 Gene in Response to Stress	3	0	1	752	223	6	981	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000490	39955	2009	PLoS Genetics	RA	"Admixture Mapping of 15,280 African Americans Identifies Obesity Susceptibility Loci on Chromosomes 5 and X"	1	0	0	1221	301	6	1528	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000491	39955	2009	PLoS Genetics	RA	Murine Leukemias with Retroviral Insertions at Lmo2 Are Predictive of the Leukemias Induced in SCID-X1 Patients Following Retroviral Gene Therapy	2	2	3	522	178	12	712	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000492	39955	2009	PLoS Genetics	RA	Root Suberin Forms an Extracellular Barrier That Affects Water Relations and Mineral Nutrition in Arabidopsis	2	0	1	898	343	9	1250	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000493	39955	2009	PLoS Genetics	non RA	XY and ZW: Is Meiotic Sex Chromosome Inactivation the Rule in Evolution?	1	1	0	1570	473	13	2056	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000494	39955	2009	PLoS Genetics	RA	"GLS-1, a Novel P Granule Component, Modulates a Network of Conserved RNA Regulators to Influence Germ Cell Fate Decisions"	0	0	1	579	201	6	786	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000495	39969	2009	PLoS Genetics	non RA	Pervasive Natural Selection in the Drosophila Genome?	2	1	2	1941	709	6	2656	0	0	0	0	1	9	0	2	5.0	0	0	1	0	0
10.1371/journal.pgen.1000496	39962	2009	PLoS Genetics	RA	Consequences of Lineage-Specific Gene Loss on Functional Evolution of Surviving Paralogs: ALDH1A and Retinoic Acid Signaling in Vertebrate Genomes	0	1	1	851	248	9	1108	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000497	39962	2009	PLoS Genetics	RA	Iron-Sulfur (Fe/S) Protein Biogenesis: Phylogenomic and Genetic Studies of A-Type Carriers	1	0	2	513	171	4	688	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000498	39962	2009	PLoS Genetics	RA	Cdc7p-Dbf4p Regulates Mitotic Exit by Inhibiting Polo Kinase	0	1	1	523	199	5	727	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000499	39962	2009	PLoS Genetics	RA	Sensory Ataxic Neuropathy in Golden Retriever Dogs Is Caused by a Deletion in the Mitochondrial tRNATyr Gene	0	0	1	1711	188	7	1906	0	0	0	0	1	0	0	0	0.0	0	0	1	1	0
10.1371/journal.pgen.1000500	39969	2009	PLoS Genetics	RA	The Role of Geography in Human Adaptation	9	2	3	6241	1918	12	8171	0	0	0	2	1	12	0	1	3.7	1	0	0	0	1
10.1371/journal.pgen.1000501	39990	2009	PLoS Genetics	non RA	The Mysteries of Chromosome Evolution in Gibbons: Methylation Is a Prime Suspect	0	0	0	978	261	3	1242	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000502	39969	2009	PLoS Genetics	RA	Systematic Identification of Balanced Transposition Polymorphisms in Saccharomyces cerevisiae	1	1	0	794	154	7	955	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000503	39969	2009	PLoS Genetics	RA	Caenorhabditis elegans Genomic Response to Soil Bacteria Predicts Environment-Specific Genetic Effects on Life History Traits	0	0	0	685	217	5	907	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000504	39969	2009	PLoS Genetics	RA	"Meta-Analysis of 28,141 Individuals Identifies Common Variants within Five New Loci That Influence Uric Acid Concentrations"	4	1	0	1558	479	7	2044	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000505	39969	2009	PLoS Genetics	RA	The Impact of Divergence Time on the Nature of Population Structure: An Example from Iceland	0	0	1	1610	495	4	2109	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000506	39969	2009	PLoS Genetics	RA	Genome-Wide uH2A Localization Analysis Highlights Bmi1-Dependent Deposition of the Mark at Repressed Genes	0	0	2	1201	506	4	1711	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000507	39969	2009	PLoS Genetics	RA	In Vivo Generation of Neurotoxic Prion Protein: Role for Hsp70 in Accumulation of Misfolded Isoforms	0	0	0	774	308	5	1087	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000508	39990	2009	PLoS Genetics	RA	Genome-Wide Association Scan Meta-Analysis Identifies Three Loci Influencing Adiposity and Fat Distribution	5	0	3	3461	1121	5	4587	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000509	39969	2009	PLoS Genetics	RA	Asymmetric Strand Segregation: Epigenetic Costs of Genetic Fidelity?	0	0	0	932	258	3	1193	0	0	0	0	0	0	0	1	4.7	0	0	0	0	0
10.1371/journal.pgen.1000510	39976	2009	PLoS Genetics	RA	A Mechanistic Basis for the Coordinated Regulation of Pharyngeal Morphogenesis in Caenorhabditis elegans by LIN-35/Rb and UBC-18?ARI-1	0	0	0	5045	97	3	5145	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000511	39976	2009	PLoS Genetics	RA	The Level of the Transcription Factor Pax6 Is Essential for Controlling the Balance between Neural Stem Cell Self-Renewal and Neurogenesis	1	1	1	1927	826	7	2760	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000512	39976	2009	PLoS Genetics	RA	Copy Number Variation in Intron 1 of SOX5 Causes the Pea-comb Phenotype in Chickens	1	1	1	1131	269	6	1406	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000513	39976	2009	PLoS Genetics	RA	Differential Regulation of Horizontally Acquired and Core Genome Genes by the Bacterial Modulator H-NS	1	0	1	728	241	4	973	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000514	39976	2009	PLoS Genetics	RA	Caenorhabditis elegans Protein Arginine Methyltransferase PRMT-5 Negatively Regulates DNA Damage-Induced Apoptosis	0	0	0	978	385	5	1368	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000515	39976	2009	PLoS Genetics	RA	A Genome-Wide Screen for Regulators of TORC1 in Response to Amino Acid Starvation Reveals a Conserved Npr2/3 Complex	0	0	0	822	301	6	1129	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000516	39976	2009	PLoS Genetics	RA	"Change of Gene Structure and Function by Non-Homologous End-Joining, Homologous Recombination, and Transposition of DNA"	0	1	0	980	272	3	1255	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000517	39976	2009	PLoS Genetics	RA	"Complex Adaptations Can Drive the Evolution of the Capacitor [PSI+], Even with Realistic Rates of Yeast Sex"	2	0	3	545	124	3	672	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000518	39983	2009	PLoS Genetics	RA	The Maternal-Effect Gene cellular island Encodes Aurora B Kinase and Is Essential for Furrow Formation in the Early Zebrafish Embryo	1	0	1	671	198	4	873	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000519	39983	2009	PLoS Genetics	RA	Sensitive Detection of Chromosomal Segments of Distinct Ancestry in Admixed Populations	1	0	0	1868	578	4	2450	0	0	0	0	0	5	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000520	39983	2009	PLoS Genetics	RA	Avoiding Dangerous Missense: Thermophiles Display Especially Low Mutation Rates	0	1	1	729	244	4	977	0	0	0	0	0	5	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000521	39983	2009	PLoS Genetics	RA	A Tether for Woronin Body Inheritance Is Associated with Evolutionary Variation in Organelle Positioning	0	0	2	544	153	7	704	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000522	39983	2009	PLoS Genetics	RA	Disease-Causing 7.4 kb Cis-Regulatory Deletion Disrupting Conserved Non-Coding Sequences and Their Interaction with the FOXL2 Promotor: Implications for Mutation Screening	2	1	0	796	296	4	1096	0	0	0	0	0	4	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000523	39983	2009	PLoS Genetics	RA	Genetic Variation of Promoter Sequence Modulates XBP1 Expression and Genetic Risk for Vitiligo	0	0	0	812	223	5	1040	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000524	39983	2009	PLoS Genetics	RA	Peroxiredoxin Tsa1 Is the Key Peroxidase Suppressing Genome Instability and Protecting against Cell Death in Saccharomyces cerevisiae	1	1	0	527	175	4	706	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000525	39983	2009	PLoS Genetics	RA	Genome-Wide Identification of Alternative Splice Forms Down-Regulated by Nonsense-Mediated mRNA Decay in Drosophila	0	1	0	1589	537	6	2132	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000526	39983	2009	PLoS Genetics	non RA	Cytoplasmic Streaming in Neurospora: Disperse the Plug To Increase the Flow?	0	0	0	359	91	3	453	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000527	39983	2009	PLoS Genetics	RA	A Network of Conserved Damage Survival Pathways Revealed by a Genomic RNAi Screen	0	0	0	1201	415	6	1622	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000528	39983	2009	PLoS Genetics	RA	"Comprehensive Linkage and Association Analyses Identify Haplotype, Near to the TNFSF15 Gene, Significantly Associated with Spondyloarthritis"	1	0	0	535	136	3	674	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000529	39983	2009	PLoS Genetics	RA	A Flexible and Accurate Genotype Imputation Method for the Next Generation of Genome-Wide Association Studies	1	0	1	2328	893	9	3230	0	0	0	0	0	10	0	0	0.0	3	0	1	0	0
10.1371/journal.pgen.1000530	39990	2009	PLoS Genetics	RA	Assessing the Impact of Transgenerational Epigenetic Variation on Complex Traits	5	1	2	2374	910	5	3289	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000531	39990	2009	PLoS Genetics	RA	Forging Links between Human Mental Retardation?Associated CNVs and Mouse Gene Knockout Models	0	0	1	1206	385	7	1598	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000532	39990	2009	PLoS Genetics	RA	Uptake of the Necrotic Serpin in Drosophila melanogaster via the Lipophorin Receptor-1	0	0	1	819	203	5	1027	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000533	39990	2009	PLoS Genetics	RA	Evolution of Mutational Robustness in the Yeast Genome: A Link to Essential Genes and Meiotic Recombination Hotspots	3	0	0	1051	374	4	1429	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000534	39990	2009	PLoS Genetics	RA	Identifying Relationships among Genomic Disease Regions: Predicting Genes at Pathogenic SNP Associations and Rare Deletions	5	2	3	1842	759	6	2607	0	0	0	1	0	10	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000535	39990	2009	PLoS Genetics	RA	Telomere Recombination Accelerates Cellular Aging in Saccharomyces cerevisiae	1	0	0	992	352	6	1350	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000536	39990	2009	PLoS Genetics	RA	Genome-Wide Analyses of Exonic Copy Number Variants in a Family-Based Study Point to Novel Autism Susceptibility Genes	3	1	4	5251	968	4	6223	0	0	0	1	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000537	39990	2009	PLoS Genetics	RA	An Integrated Strategy to Study Muscle Development and Myofilament Structure in Caenorhabditis elegans	0	0	0	618	177	4	799	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000538	39990	2009	PLoS Genetics	RA	Evolutionary Breakpoints in the Gibbon Suggest Association between Cytosine Methylation and Karyotype Evolution	1	1	3	1195	334	4	1533	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000539	39990	2009	PLoS Genetics	RA	NRXN3 Is a Novel Locus for Waist Circumference: A Genome-Wide Association Study from the CHARGE Consortium	1	0	0	1610	526	5	2141	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000540	39997	2009	PLoS Genetics	non RA	Prediction and Interaction in Complex Disease Genetics: Experience in Type 1 Diabetes	1	0	2	2240	873	7	3120	0	0	0	0	0	8	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000541	39997	2009	PLoS Genetics	RA	"Positional Cloning of Zinc Finger Domain Transcription Factor Zfp69, a Candidate Gene for Obesity-Associated Diabetes Contributed by Mouse Locus Nidd/SJL"	0	0	0	919	313	3	1235	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000542	39997	2009	PLoS Genetics	RA	Interactions between Cells with Distinct Mutations in c-MYC and Pten in Prostate Cancer	0	0	1	776	268	5	1049	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000543	39997	2009	PLoS Genetics	RA	"Mitochondrial 2,4-dienoyl-CoA Reductase Deficiency in Mice Results in Severe Hypoglycemia with Stress Intolerance and Unimpaired Ketogenesis"	0	0	0	353	118	4	475	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000544	39997	2009	PLoS Genetics	RA	Defects in ErbB-Dependent Establishment of Adult Melanocyte Stem Cells Reveal Independent Origins for Embryonic and Regeneration Melanocytes	0	1	1	524	176	4	704	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000545	39997	2009	PLoS Genetics	RA	Enhanced Disease Susceptibility 1 and Salicylic Acid Act Redundantly to Regulate Resistance Gene-Mediated Signaling	0	0	0	648	230	17	895	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000546	39997	2009	PLoS Genetics	RA	Run-Off Replication of Host-Adaptability Genes Is Associated with Gene Transfer Agents in the Genome of Mouse-Infecting Bartonella grahamii	0	1	0	472	131	3	606	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000547	39997	2009	PLoS Genetics	RA	A Targeted Constitutive Mutation in the Apc Tumor Suppressor Gene Underlies Mammary But Not Intestinal Tumorigenesis	2	1	0	639	278	3	920	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000548	39997	2009	PLoS Genetics	RA	Clustering of Codons with Rare Cognate tRNAs in Human Genes Suggests an Extra Level of Expression Regulation	0	0	0	876	265	6	1147	0	0	0	0	0	5	0	0	0.0	0	0	1	0	0
10.1371/journal.pgen.1000549	39997	2009	PLoS Genetics	RA	Genomic Analysis of the Basal Lineage Fungus Rhizopus oryzae Reveals a Whole-Genome Duplication	1	1	2	1085	327	4	1416	0	0	0	1	0	5	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000550	39997	2009	PLoS Genetics	RA	"The Genomics of Speciation in Drosophila: Diversity, Divergence, and Introgression Estimated Using Low-Coverage Genome Sequencing"	1	0	3	1401	474	8	1883	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000551	40004	2009	PLoS Genetics	RA	A Multiparent Advanced Generation Inter-Cross to Fine-Map Quantitative Traits in Arabidopsis thaliana	0	0	1	1335	513	4	1852	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000552	40004	2009	PLoS Genetics	RA	Mre11-Rad50 Promotes Rapid Repair of DNA Damage in the Polyploid Archaeon Haloferax volcanii by Restraining Homologous Recombination	0	0	0	576	191	5	772	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000553	40004	2009	PLoS Genetics	RA	"The Caenorhabditis elegans HNF4? Homolog, NHR-31, Mediates Excretory Tube Growth and Function through Coordinate Regulation of the Vacuolar ATPase"	1	0	0	416	131	3	550	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pgen.1000554	40004	2009	PLoS Genetics	RA	Rapid Response of a Marine Mammal Species to Holocene Climate and Habitat Change	0	0	0	870	254	6	1130	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
