DOI	Publication Date	Days Since Aug 2009	PMID	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pgen.0020024	4/28/06	1191		2006	PLoS Genetics	RA	SPA: A Probabilistic Algorithm for Spliced Alignment	3	7	6	1252	428	13	1693	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020025	3/3/06	1247		2006	PLoS Genetics	RA	Analysis of Ribosomal Protein Gene Structures: Implications for Intron Evolution	0	11	8	2222	845	18	3085	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020026	3/3/06	1247		2006	PLoS Genetics	RA	"CpG Island Methylation in Human Lymphocytes Is Highly Correlated with DNA Sequence, Repeats, and Predicted DNA Structure"	11	9	15	7586	2842	45	10473	0	0	0	0	9	5	0	0	0	0	0	0	0
10.1371/journal.pgen.0020027	3/10/06	1240		2006	PLoS Genetics	RA	An Evaluation of the Performance of Tag SNPs Derived from HapMap in a Caucasian Population	21	10	23	2816	1375	16	4207	0	0	0	0	2	4	0	0	0	0	0	0	0
10.1371/journal.pgen.0020029	4/28/06	1191		2006	PLoS Genetics	RA	Distinguishing Protein-Coding from Non-Coding RNAs through Support Vector Machines	5	11	8	2355	885	19	3259	0	0	0	0	4	2	0	0	0	0	0	0	0
10.1371/journal.pgen.0020030	4/28/06	1191		2006	PLoS Genetics	RA	Heterotachy in Mammalian Promoter Evolution	8	15	13	2281	968	25	3274	0	0	0	0	9	1	0	0	0	0	0	0	0
10.1371/journal.pgen.0020031	3/10/06	1240		2006	PLoS Genetics	RA	Genetic Analysis of the Capsular Biosynthetic Locus from All 90 Pneumococcal Serotypes	11	14	18	3605	1185	39	4829	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020032	3/10/06	1240		2006	PLoS Genetics	RA	Highly Variable Rates of Genome Rearrangements between Hemiascomycetous Yeast Lineages	14	12	18	1913	775	16	2704	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020033	3/31/06	1219		2006	PLoS Genetics	non RA	Increased Life Span due to Calorie Restriction in Respiratory-Deficient Yeast	4	0	1	1345	482	14	1841	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020034	3/31/06	1219		2006	PLoS Genetics	non RA	Author's Reply	0	0	0	902	118	7	1027	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020035	3/17/06	1233		2006	PLoS Genetics	RA	Telomere Length as a Quantitative Trait: Genome-Wide Survey and Genetic Mapping of Telomere Length-Control Genes in Yeast	13	15	15	2969	1087	32	4088	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020036	3/17/06	1233		2006	PLoS Genetics	RA	"Meiotically Stable Natural Epialleles of Sadhu, a Novel Arabidopsis Retroposon"	4	6	10	1679	565	12	2256	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020037	4/28/06	1191		2006	PLoS Genetics	RA	Clusters of Internally Primed Transcripts Reveal Novel Long Noncoding RNAs	13	14	20	3264	1788	36	5088	0	0	0	0	8	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020038	3/31/06	1219		2006	PLoS Genetics	RA	The Dictyostelium Kinomeâ€”Analysis of the Protein Kinases from a Simple Model Organism	9	9	16	2768	1017	24	3809	2	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020039	3/24/06	1226		2006	PLoS Genetics	RA	Control of Daily Transcript Oscillations in Drosophila by Light and the Circadian Clock	6	8	17	2012	890	21	2923	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020040	3/31/06	1219		2006	PLoS Genetics	RA	Inhibition of SIRT1 Reactivates Silenced Cancer Genes without Loss of Promoter DNA Hypermethylation	20	8	30	5167	2459	44	7670	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020041	3/24/06	1226		2006	PLoS Genetics	RA	Assumption-Free Estimation of Heritability from Genome-Wide Identity-by-Descent Sharing between Full Siblings	26	4	19	3543	1168	22	4733	2	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020042	3/31/06	1219		2006	PLoS Genetics	RA	PRKCA and Multiple Sclerosis: Association in Two Independent Populations	5	2	10	2130	605	15	2750	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020043	3/31/06	1219		2006	PLoS Genetics	RA	Novel Gene Acquisition on Carnivore Y Chromosomes	2	3	5	1815	725	18	2558	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020044	4/28/06	1191		2006	PLoS Genetics	RA	A Method for Similarity Search of Genomic Positional Expression Using CAGE	1	0	1	1224	508	13	1745	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020045	4/28/06	1191		2006	PLoS Genetics	RA	A Simple Physical Model Predicts Small Exon Length Variations	5	14	13	1489	509	16	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020046	4/28/06	1191		2006	PLoS Genetics	RA	Differential Use of Signal Peptides and Membrane Domains Is a Common Occurrence in the Protein Output of Transcriptional Units	4	4	8	1000	394	18	1412	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020047	4/28/06	1191		2006	PLoS Genetics	RA	Complex Loci in Human and Mouse Genomes	16	29	30	3690	1379	26	5095	0	0	0	0	5	4	0	0	0	0	0	0	0
10.1371/journal.pgen.0020048	4/7/06	1212		2006	PLoS Genetics	RA	On the Mechanism of Gene Amplification Induced under Stress in Escherichia coli	8	8	12	2373	997	15	3385	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020049	4/7/06	1212		2006	PLoS Genetics	RA	Dynamic Reprogramming of DNA Methylation at an Epigenetically Sensitive Allele in Mice	15	5	29	3269	1579	22	4870	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020050	3/31/06	1219		2006	PLoS Genetics	non RA	Understanding the Basis for Down Syndrome Phenotypes	16	5	18	4113	1258	18	5389	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020052	4/28/06	1191		2006	PLoS Genetics	RA	The Abundance of Short Proteins in the Mammalian Proteome	7	8	13	2106	934	20	3060	0	0	0	0	4	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020053	4/14/06	1205		2006	PLoS Genetics	RA	Global Patterns in Human Mitochondrial DNA and Y-Chromosome Variation Caused by Spatial Instability of the Local Cultural Processes	0	2	1	3394	1184	18	4596	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020054	4/28/06	1191		2006	PLoS Genetics	RA	Mice and Men: Their Promoter Properties	6	14	13	3610	1407	18	5035	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020056	4/28/06	1191		2006	PLoS Genetics	RA	Multiple Mechanisms Promote the Retained Expression of Gene Duplicates in the Tetraploid Frog Xenopus laevis	5	6	5	1587	516	20	2123	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020057	4/21/06	1198		2006	PLoS Genetics	RA	Chemical Genetics Reveals an RGS/G-Protein Role in the Action of a Compound	5	2	2	1769	544	21	2334	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020058	4/21/06	1198		2006	PLoS Genetics	RA	Loss of Atrx Affects Trophoblast Development and the Pattern of X-Inactivation in Extraembryonic Tissues	5	4	11	1411	586	14	2011	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020059	4/21/06	1198		2006	PLoS Genetics	RA	Bayesian Estimation of the Timing and Severity of a Population Bottleneck from Ancient DNA	4	1	10	2597	1207	16	3820	0	0	0	0	4	2	0	0	0	0	0	0	0
10.1371/journal.pgen.0020060	4/28/06	1191		2006	PLoS Genetics	non RA	Correction: Life in Hot Carbon Monoxide: The Complete Genome Sequence of Carboxydothermus hydrogenoformans Z-2901	0	0	0	345	78	14	437	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020061	4/28/06	1191		2006	PLoS Genetics	RA	Virtual Histology of Transgenic Mouse Embryos for High-Throughput Phenotyping	12	5	6	6851	1591	49	8491	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020062	4/28/06	1191		2006	PLoS Genetics	non RA	Transcript Annotation in FANTOM3: Mouse Gene Catalog Based on Physical cDNAs	8	15	22	2589	982	31	3602	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020063	4/28/06	1191		2006	PLoS Genetics	non RA	Genome Network and FANTOM3: Assessing the Complexity of the Transcriptome	3	3	8	2691	1219	23	3933	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020064	4/28/06	1191		2006	PLoS Genetics	non RA	Balancing Selection and Its Effects on Sequences in Nearby Genome Regions	24	19	32	3461	1797	24	5282	1	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020065	4/28/06	1191		2006	PLoS Genetics	RA	DNA Methylation Supports Intrinsic Epigenetic Memory in Mammalian Cells	4	3	4	3096	1479	21	4596	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020066	5/5/06	1184		2006	PLoS Genetics	RA	The Polycomb Group Protein EED Is Dispensable for the Initiation of Random X-Chromosome Inactivation	11	4	11	1790	822	18	2630	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020067	5/5/06	1184		2006	PLoS Genetics	RA	Coverage and Characteristics of the Affymetrix GeneChip Human Mapping 100K SNP Set	8	10	11	2815	1349	20	4184	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020068	5/26/06	1163		2006	PLoS Genetics	RA	Discordance of Species Trees with Their Most Likely Gene Trees	11	13	30	2664	1381	18	4063	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020069	5/12/06	1177		2006	PLoS Genetics	RA	Risk Alleles of USF1 Gene Predict Cardiovascular Disease of Women in Two Prospective Studies	8	4	14	1640	636	23	2299	1	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020070	5/5/06	1184		2006	PLoS Genetics	RA	High-Resolution Recombination Patterns in a Region of Human Chromosome 21 Measured by Sperm Typing	11	7	10	1774	750	12	2536	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020071	5/19/06	1170		2006	PLoS Genetics	RA	Epigenetic Telomere Protection by Drosophila DNA Damage Response Pathways	8	2	5	1999	863	21	2883	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020072	5/19/06	1170		2006	PLoS Genetics	RA	Genome-Wide Mapping of Susceptibility to Coronary Artery Disease Identifies a Novel Replicated Locus on Chromosome 17	11	2	11	2698	737	28	3463	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020073	5/12/06	1177		2006	PLoS Genetics	RA	The Leukocyte Receptor Complex in Chicken Is Characterized by Massive Expansion and Diversification of Immunoglobulin-Like Loci	5	4	9	1215	327	12	1554	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020074	5/19/06	1170		2006	PLoS Genetics	RA	Diverse Chromatin Remodeling Genes Antagonize the Rb-Involved SynMuv Pathways in C. elegans	8	14	4	2625	918	23	3566	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020076	5/12/06	1177		2006	PLoS Genetics	RA	Genome Sequence of Rickettsia bellii Illuminates the Role of Amoebae in Gene Exchanges between Intracellular Pathogens	19	21	28	2409	931	27	3367	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020077	5/19/06	1170		2006	PLoS Genetics	RA	Origination of an X-Linked Testes Chimeric Gene by Illegitimate Recombination in Drosophila	7	6	7	2173	396	26	2595	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020079	5/26/06	1163		2006	PLoS Genetics	non RA	Willing to Do the Math: An Interview with David Botstein	0	0	0	6232	932	29	7193	6	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020080	5/26/06	1163		2006	PLoS Genetics	non RA	The Jewels of Our Genome: The Search for the Genomic Changes Underlying the Evolutionarily Unique Capacities of the Human Brain	4	3	8	4728	1940	29	6697	2	0	0	0	5	0	0	0	1	1	0	0	0
10.1371/journal.pgen.0020081	5/26/06	1163		2006	PLoS Genetics	RA	Changes in Gene Expression Foreshadow Diet-Induced Obesity in Genetically Identical Mice	11	12	19	3942	1811	35	5788	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020082	6/30/06	1128		2006	PLoS Genetics	non RA	The Making of a President: An Interview with Shirley Tilghman	0	0	0	1389	279	12	1680	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020083	6/2/06	1156		2006	PLoS Genetics	RA	"RNAi, DRD1, and Histone Methylation Actively Target Developmentally Important Non-CG DNA Methylation in Arabidopsis"	8	10	29	2532	1306	23	3861	0	0	0	0	7	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020084	6/2/06	1156		2006	PLoS Genetics	RA	A Perikinetochoric Ring Defined by MCAK and Aurora-B as a Novel Centromere Domain	2	0	4	1160	520	11	1691	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020086	7/14/06	1114		2006	PLoS Genetics	non RA	"Modeling Chromosomes in Mouse to Explore the Function of Genes, Genomic Disorders, and Chromosomal Organization"	5	3	5	2405	1082	23	3510	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020088	6/2/06	1156		2006	PLoS Genetics	RA	Why Do Hubs Tend to Be Essential in Protein Networks?	13	20	12	4267	1937	27	6231	1	1	0	0	7	6	0	0	0	0	0	0	0
10.1371/journal.pgen.0020089	6/30/06	1128		2006	PLoS Genetics	non RA	Shoot Meristem Function and Leaf Polarity: The Role of Class III HDâ€“ZIP Genes	6	0	9	2407	846	23	3276	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020091	6/9/06	1149		2006	PLoS Genetics	RA	Genetic Screens for Mutations Affecting Development of Xenopus tropicalis	7	4	6	3345	993	19	4357	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020092	6/9/06	1149		2006	PLoS Genetics	RA	Exploring the Mycobacteriophage Metaproteome: Phage Genomics as an Educational Platform	10	15	22	2763	955	24	3742	2	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020093	6/9/06	1149		2006	PLoS Genetics	RA	Allele-Specific KRT1 Expression Is a Complex Trait	8	6	8	1793	705	19	2517	0	0	0	0	6	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020094	6/16/06	1142		2006	PLoS Genetics	RA	Nuclear mRNA Degradation Pathway(s) Are Implicated in Xist Regulation and X Chromosome Inactivation	7	3	9	2406	999	20	3425	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020095	6/30/06	1128		2006	PLoS Genetics	non RA	Correction: Global Patterns in Human Mitochondrial DNA and Y-Chromosome Variation Caused by Spatial Instability of the Local Cultural Processes	0	0	0	327	166	14	507	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020096	6/23/06	1135		2006	PLoS Genetics	RA	The Life-Cycle of Operons	5	12	11	3874	1412	18	5304	0	0	0	0	2	2	0	0	0	0	0	0	0
10.1371/journal.pgen.0020097	6/30/06	1128		2006	PLoS Genetics	RA	Histone H3.3 Variant Dynamics in the Germline of Caenorhabditis elegans	4	4	3	2254	911	29	3194	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020098	6/23/06	1135		2006	PLoS Genetics	RA	The Dynamics of Homologous Pairing during Mating Type Interconversion in Budding Yeast	1	4	0	1288	516	20	1824	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020099	7/7/06	1121		2006	PLoS Genetics	RA	Two Membrane-Associated Tyrosine Phosphatase Homologs Potentiate C. elegans AKT-1/PKB Signaling	0	2	6	1877	761	67	2705	0	0	0	0	4	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020100	7/28/06	1100		2006	PLoS Genetics	non RA	"Matrix-Assisted Laser Desorption/Ionisation, Time-of-Flight Mass Spectrometry in Genomics Research"	12	3	15	2819	1362	35	4216	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020101	7/7/06	1121		2006	PLoS Genetics	RA	Human Imprinted Chromosomal Regions Are Historical Hot-Spots of Recombination	5	3	10	2562	1220	19	3801	1	0	0	0	6	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020102	7/14/06	1114		2006	PLoS Genetics	RA	Neofunctionalization in Vertebrates: The Example of Retinoic Acid Receptors	6	7	4	1995	771	20	2786	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020103	7/14/06	1114		2006	PLoS Genetics	RA	E. coli Microcosms Indicate a Tight Link between Predictability of Ecosystem Dynamics and Diversity	1	0	0	1050	384	15	1449	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020104	6/30/06	1128		2006	PLoS Genetics	non RA	Correction: Telomere Length as a Quantitative Trait: Genome-Wide Survey and Genetic Mapping of Telomere Length-Control Genes in Yeast	0	0	0	354	91	15	460	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020105	7/28/06	1100		2006	PLoS Genetics	RA	Possible Ancestral Structure in Human Populations	18	9	0	11151	3032	47	14230	3	0	0	0	4	0	0	0	0	0	1	0	0
10.1371/journal.pgen.0020106	7/7/06	1121		2006	PLoS Genetics	RA	Potent Induction of Arabidopsis thaliana Flowering by Elevated Growth Temperature	18	8	30	3315	1396	39	4750	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020107	7/7/06	1121		2006	PLoS Genetics	RA	"Lymphotoxin-Î± Gene and Risk of Myocardial Infarction in 6,928 Cases and 2,712 Controls in the ISIS Case-Control Study"	11	2	22	1225	476	20	1721	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020108	7/14/06	1114		2006	PLoS Genetics	RA	Genetic Regulation of Unsaturated Fatty Acid Composition in C. elegans	3	6	3	2788	805	26	3619	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020109	7/21/06	1107		2006	PLoS Genetics	RA	The Ancestral Eutherian Karyotype Is Present in Xenarthra	2	5	7	1298	414	17	1729	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020110	7/14/06	1114		2006	PLoS Genetics	RA	Drosophila CENP-A Mutations Cause a BubR1- Dependent Early Mitotic Delay without Normal Localization of Kinetochore Components	2	4	3	1481	610	30	2121	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020111	7/14/06	1114		2006	PLoS Genetics	RA	In Vivo Robustness Analysis of Cell Division Cycle Genes in Saccharomyces cerevisiae	6	3	5	4641	1455	35	6131	0	1	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020112	8/25/06	1072		2006	PLoS Genetics	non RA	Signalling Pathways Implicated in Early Mammary Gland Morphogenesis and Breast Cancer	4	3	6	2326	1083	20	3429	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020114	7/21/06	1107		2006	PLoS Genetics	RA	Structural Model Analysis of Multiple Quantitative Traits	7	12	3	3000	1286	27	4313	2	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020115	7/21/06	1107		2006	PLoS Genetics	RA	Transcriptional Profiling of Aging in Human Muscle Reveals a Common Aging Signature	14	0	19	5285	2104	41	7430	0	0	0	0	3	1	1	1.3	2	0	1	0	1
10.1371/journal.pgen.0020116	7/21/06	1107		2006	PLoS Genetics	RA	Lysine 63-Polyubiquitination Guards against Translesion Synthesisâ€“Induced Mutations	11	0	24	5372	781	23	6176	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020117	7/28/06	1100		2006	PLoS Genetics	RA	Genome-Wide Analysis of Gene Expression during Early Arabidopsis Flower Development	8	0	17	4019	1829	36	5884	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020118	8/25/06	1072		2006	PLoS Genetics	non RA	Understanding Mammalian Genetic Systems: The Challenge of Phenotyping in the Mouse	13	6	12	1633	817	19	2469	1	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020120	7/28/06	1100		2006	PLoS Genetics	RA	Who Ate Whom? Adaptive Helicobacter Genomic Changes That Accompanied a Host Jump from Early Humans to Large Felines	14	0	18	3150	1114	26	4290	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020121	7/28/06	1100		2006	PLoS Genetics	RA	Haplotype Block Structure Is Conserved across Mammals	3	2	4	1962	909	19	2890	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020122	8/4/06	1093		2006	PLoS Genetics	RA	Matrilineal Fertility Inheritance Detected in Hunterâ€“Gatherer Populations Using the Imbalance of Gene Genealogies	1	2	2	1461	541	17	2019	0	0	0	0	4	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020123	8/11/06	1086		2006	PLoS Genetics	RA	Family-Based versus Unrelated Case-Control Designs for Genetic Associations	8	2	10	2741	1109	27	3877	0	0	0	0	3	1	0	0	0	0	0	0	0
10.1371/journal.pgen.0020124	9/29/06	1037		2006	PLoS Genetics	non RA	The Genetics of Axonal Transport and Axonal Transport Disorders	7	4	17	3284	1246	24	4554	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020126	7/28/06	1100		2006	PLoS Genetics	non RA	Correction: The Life-Cycle of Operons	0	0	0	390	132	12	534	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020127	8/18/06	1079		2006	PLoS Genetics	RA	Are Molecular Haplotypes Worth the Time and Expense? A Cost-Effective Method for Applying Molecular Haplotypes	3	2	5	1708	939	21	2668	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020128	8/11/06	1086		2006	PLoS Genetics	RA	Identification of Mitochondrial DNA Polymorphisms That Alter Mitochondrial Matrix pH and Intracellular Calcium Dynamics	15	6	17	2328	995	22	3345	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020129	8/18/06	1079		2006	PLoS Genetics	RA	The Uncoupling Protein 1 Gene (UCP1) Is Disrupted in the Pig Lineage: A Genetic Explanation for Poor Thermoregulation in Piglets	1	0	3	1818	484	14	2316	1	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020131	8/18/06	1079		2006	PLoS Genetics	RA	Novel STAT1 Alleles in Otherwise Healthy Patients with Mycobacterial Disease	9	2	14	1148	467	20	1635	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020132	8/25/06	1072		2006	PLoS Genetics	RA	"Heritability of Cardiovascular and Personality Traits in 6,148 Sardinians"	20	18	34	9357	1307	33	10697	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020133	9/29/06	1037		2006	PLoS Genetics	non RA	A Look to Future Directions in Gene Therapy Research for Monogenic Diseases	11	2	7	2833	1209	35	4077	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020134	8/25/06	1072		2006	PLoS Genetics	RA	Overlapping Functions of Argonaute Proteins in Patterning and Morphogenesis of Drosophila Embryos	4	3	8	2444	990	31	3465	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020135	10/27/06	1009		2006	PLoS Genetics	non RA	Bacterial Programmed Cell Death and Multicellular Behavior in Bacteria	5	9	20	5490	2025	53	7568	1	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020136	8/25/06	1072		2006	PLoS Genetics	RA	Involvement of Synaptonemal Complex Proteins in Sex Chromosome Segregation during Marsupial Male Meiosis	3	2	3	1578	464	14	2056	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020137	8/25/06	1072		2006	PLoS Genetics	RA	Regional Admixture Mapping and Structured Association Testing: Conceptual Unification and an Extensible General Linear Model	4	5	10	1425	597	10	2032	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020138	9/1/06	1065		2006	PLoS Genetics	RA	Oriented Scanning Is the Leading Mechanism Underlying 5â€_ Splice Site Selection in Mammals	3	1	5	991	479	9	1479	0	0	0	0	4	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020139	8/25/06	1072		2006	PLoS Genetics	RA	GATA2 Is Associated with Familial Early-Onset Coronary Artery Disease	8	5	10	2228	652	17	2897	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020141	9/8/06	1058		2006	PLoS Genetics	RA	Genome-Wide Hierarchy of Replication Origin Usage in Saccharomyces cerevisiae	3	4	0	1629	527	18	2174	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020142	9/8/06	1058		2006	PLoS Genetics	RA	Allele Frequency Matching Between SNPs Reveals an Excess of Linkage Disequilibrium in Genic Regions of the Human Genome	5	5	13	3970	1524	16	5510	1	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020143	9/15/06	1051		2006	PLoS Genetics	RA	European Population Substructure: Clustering of Northern and Southern Populations	32	17	43	18644	4301	80	23025	3	0	0	0	2	1	0	0	0	0	0	0	0
10.1371/journal.pgen.0020144	9/15/06	1051		2006	PLoS Genetics	RA	A High-Resolution Map of Arabidopsis Recombinant Inbred Lines by Whole-Genome Exon Array Hybridization	5	8	6	3088	988	26	4102	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020145	9/22/06	1044		2006	PLoS Genetics	RA	Genomic Convergence toward Diploidy in Saccharomyces cerevisiae	11	6	7	1483	522	11	2016	1	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pgen.0020146	9/15/06	1051		2006	PLoS Genetics	RA	Adenomatous Polyposis Coli (APC) Is Required for Normal Development of Skin and Thymus	5	4	6	2257	736	21	3014	0	0	0	0	0	0	0	0	0	0	0	0	0
